Heat: 750.0000 | Time: 2.8330 | MPISize: 1
         3002677 function calls (2769372 primitive calls) in 7.151 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       65    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      104    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      187    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 npyimpl.py:88(return_val)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:405(DJBX33A)
       12    0.000    0.000    0.000    0.000 parfor.py:3565(visit_parfor_pattern_vars)
       20    0.000    0.000    0.000    0.000 builtins.py:641(generic)
        2    0.000    0.000    0.000    0.000 parfor_lowering.py:808(legalize_names_with_typemap)
        1    0.000    0.000    0.000    0.000 base.py:495(pack_value)
        1    0.000    0.000    0.000    0.000 templates.py:160(make_concrete_template)
        2    0.000    0.000    0.000    0.000 abstract.py:189(_determine_array_spec)
        1    0.000    0.000    0.000    0.000 builder.py:982(cmpxchg)
       22    0.000    0.000    0.000    0.000 types.py:524(_wrap_packed)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        4    0.000    0.000    0.000    0.000 pickle.py:289(_getattribute)
       48    0.000    0.000    0.000    0.000 enum.py:633(value)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
       18    0.000    0.000    0.000    0.000 data.py:133(_create_method)
      132    0.000    0.000    0.000    0.000 array_analysis.py:2012(<genexpr>)
        9    0.000    0.000    0.000    0.000 array_analysis.py:140(<genexpr>)
        1    0.000    0.000    0.000    0.000 builtins.py:220(BinOpTrueDiv)
        2    0.000    0.000    0.000    0.000 controlflow.py:221(_in_loops)
       99    0.000    0.000    0.000    0.000 misc.py:119(key)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        1    0.000    0.000    0.000    0.000 executionengine.py:158(set_object_cache)
        2    0.000    0.000    0.000    0.000 executionengine.py:65(get_global_value_address)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        2    0.000    0.000    0.000    0.000 platform.py:1172(_sys_version)
        2    0.000    0.000    0.000    0.000 _util.py:157(__init__)
       46    0.000    0.000    0.000    0.000 compiler_machinery.py:67(analysis)
       17    0.000    0.000    0.000    0.000 parfor.py:3639(<setcomp>)
        2    0.000    0.000    0.000    0.000 controlflow.py:689(_find_in_loops)
        2    0.000    0.000    0.000    0.000 lowering.py:80(pre_lower)
        2    0.000    0.000    0.000    0.000 pythonapi.py:201(get_env_manager)
        2    0.000    0.000    0.000    0.000 ir.py:1267(verify)
        7    0.000    0.000    0.000    0.000 models.py:520(<listcomp>)
      245    0.000    0.000    0.000    0.000 cgutils.py:231(_cast_member_to_value)
        1    0.000    0.000    0.000    0.000 models.py:165(BooleanModel)
      219    0.000    0.000    0.000    0.000 models.py:224(as_argument)
        4    0.000    0.000    0.000    0.000 containers.py:359(__new__)
        2    0.000    0.000    0.000    0.000 abstract.py:414(__init__)
        2    0.000    0.000    0.000    0.000 instructions.py:718(descr)
       15    0.000    0.000    0.000    0.000 builder.py:177(__init__)
       39    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
      190    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
       10    0.000    0.000    0.000    0.000 inspect.py:2640(kwargs)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        6    0.000    0.000    0.000    0.000 functools.py:624(_c3_merge)
        1    0.000    0.000    0.000    0.000 cffiimpl.py:3(<module>)
        2    0.000    0.000    0.000    0.000 npyimpl.py:462(<listcomp>)
        2    0.000    0.000    0.000    0.000 npyfuncs.py:25(_check_arity_and_homogeneity)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
       20    0.000    0.000    0.000    0.000 arraydecl.py:541(generic)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 parallel.py:514(_load_num_threads_funcs)
       45    0.000    0.000    0.000    0.000 array_analysis.py:2013(<genexpr>)
        1    0.000    0.000    0.000    0.000 npydecl.py:315(<listcomp>)
        2    0.000    0.000    0.000    0.000 parfor.py:1513(__init__)
        1    0.000    0.000    0.000    0.000 builtins.py:228(BinOpTrueDiv)
        2    0.000    0.000    0.000    0.000 byteflow.py:1027(op_LOAD_METHOD)
      100    0.000    0.000    0.000    0.000 interpreter.py:362(code_cellvars)
        9    0.000    0.000    0.000    0.000 ir.py:910(__init__)
        1    0.000    0.000    0.000    0.000 models.py:747(__init__)
        1    0.000    0.000    0.000    0.000 models.py:1074(__init__)
       37    0.000    0.000    0.000    0.000 models.py:33(__init__)
       30    0.000    0.000    0.000    0.000 models.py:44(get_data_type)
        1    0.000    0.000    0.000    0.000 _compat.py:34(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:1564(_parents)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        6    0.000    0.000    0.000    0.000 weakref.py:290(update)
      159    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       71    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       20    0.000    0.000    0.000    0.000 arraydecl.py:518(generic)
        1    0.000    0.000    0.000    0.000 dictimpl.py:3(<module>)
        2    0.000    0.000    0.000    0.000 ssa.py:142(<setcomp>)
        2    0.000    0.000    0.000    0.000 type_annotations.py:56(__init__)
        1    0.000    0.000    0.000    0.000 cpu.py:34(CPUContext)
       44    0.000    0.000    0.000    0.000 builtins.py:145(<genexpr>)
       12    0.000    0.000    0.000    0.000 byteflow.py:1136(find_initial_try_block)
        4    0.000    0.000    0.000    0.000 byteflow.py:1281(split_new_block)
        1    0.000    0.000    0.000    0.000 byteflow.py:1034(State)
        2    0.000    0.000    0.000    0.000 interpreter.py:88(__init__)
        6    0.000    0.000    0.000    0.000 controlflow.py:197(_exit_points)
       12    0.000    0.000    0.000    0.000 core.py:77(double)
        1    0.000    0.000    0.000    0.000 typing.py:599(_GenericAlias)
      127    0.000    0.000    0.000    0.000 instructions.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 executionengine.py:48(__init__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:482(<lambda>)
       57    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
       68    0.000    0.000    0.000    0.000 enum.py:360(<genexpr>)
       62    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
        3    0.000    0.000    0.000    0.000 {built-in method posix.close}
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1015(seed_return)
        8    0.000    0.000    0.000    0.000 controlflow.py:78(_non_empty_items)
        2    0.000    0.000    0.000    0.000 pythonapi.py:108(__init__)
       14    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
        5    0.000    0.000    0.000    0.000 misc.py:142(__init__)
       58    0.000    0.000    0.000    0.000 utils.py:266(_check_attr)
       13    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        2    0.000    0.000    0.000    0.000 instructions.py:816(__init__)
       85    0.000    0.000    0.000    0.000 values.py:568(personality)
        2    0.000    0.000    0.000    0.000 types.py:338(format_constant)
        4    0.000    0.000    0.000    0.000 types.py:177(<listcomp>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:138(is_python_build)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
        4    0.000    0.000    0.000    0.000 specifiers.py:665(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:25(with_metaclass)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
        5    0.000    0.000    0.000    0.000 re.py:254(escape)
       17    0.000    0.000    0.000    0.000 enum.py:359(__iter__)
        9    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
       21    0.000    0.000    0.000    0.000 model.py:68(_get_items)
        2    0.000    0.000    0.000    0.000 typed_passes.py:329(run_pass)
        2    0.000    0.000    0.000    0.000 inline_closurecall.py:906(_inline_arraycall)
        2    0.000    0.000    0.000    0.000 typeinfer.py:1307(_unify_return_types)
        2    0.000    0.000    0.000    0.000 byteflow.py:292(op_LOAD_ATTR)
       57    0.000    0.000    0.000    0.000 ir_utils.py:548(<setcomp>)
      128    0.000    0.000    0.000    0.000 ir.py:271(__contains__)
      120    0.000    0.000    0.000    0.000 numpy_support.py:377(<genexpr>)
       32    0.000    0.000    0.000    0.000 templates.py:245(<genexpr>)
       15    0.000    0.000    0.000    0.000 values.py:360(_get_reference)
       50    0.000    0.000    0.000    0.000 types.py:158(__eq__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
      270    0.000    0.000    0.000    0.000 pprint.py:84(__init__)
       88    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
       30    0.000    0.000    0.000    0.000 version.py:468(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 context.py:40(cpu_count)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
        1    0.000    0.000    0.000    0.000 bufproto.py:3(<module>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:13(CMath_unary)
        1    0.000    0.000    0.000    0.000 caching.py:328(_CacheImpl)
        2    0.000    0.000    0.000    0.000 typed_passes.py:104(legalize_return_type)
       57    0.000    0.000    0.000    0.000 array_analysis.py:1073(get_equiv_set)
        1    0.000    0.000    0.000    0.000 array_analysis.py:3011(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:316(<listcomp>)
       10    0.000    0.000    0.000    0.000 builtins.py:555(generic)
       14    0.000    0.000    0.000    0.000 byteflow.py:60(__init__)
      108    0.000    0.000    0.000    0.000 byteflow.py:1143(has_terminated)
        4    0.000    0.000    0.000    0.000 interpreter.py:325(get_global_value)
        4    0.000    0.000    0.000    0.000 extending.py:22(type_callable)
        1    0.000    0.000    0.000    0.000 cgutils.py:956(cbranch_or_continue)
       18    0.000    0.000    0.000    0.000 npytypes.py:413(mangling_args)
        2    0.000    0.000    0.000    0.000 context.py:93(match)
      127    0.000    0.000    0.000    0.000 instructions.py:133(<listcomp>)
        2    0.000    0.000    0.000    0.000 types.py:276(_format_double)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       65    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        7    0.000    0.000    0.000    0.000 listobject.py:722(impl_getitem)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:289(GUFuncBuilder)
        4    0.000    0.000    0.000    0.000 typeinfer.py:733(_refine_target_type)
        1    0.000    0.000    0.000    0.000 parfor_lowering.py:1384(replace_var_with_array)
        2    0.000    0.000    0.000    0.000 byteflow.py:588(op_RETURN_VALUE)
        1    0.000    0.000    0.000    0.000 dataflow.py:11(DataFlowAnalysis)
       11    0.000    0.000    0.000    0.000 registry.py:46(do_register)
        1    0.000    0.000    0.000    0.000 dispatcher.py:676(Dispatcher)
        4    0.000    0.000    0.000    0.000 imputils.py:446(force_error_model)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
